filename: final/m101_uncorrected.fits
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
      1 lseek(3</s
      3 read(3</sc
filename: projdir/hdu0_2mass-atlas-990214n-j1180256.fits
      1 unlink("pr
      2 open("proj
      1 fstat(5</s
    497 write(5</s
      2 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
     15 write(5</s
      1 close(5</s
      1 stat("proj
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 stat("proj
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    511 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    511 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    511 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    511 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    511 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
filename: diffdir/diff.000004.000005.fits
      1 unlink("di
      2 open("diff
      1 fstat(4</s
     47 write(4</s
      2 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
     15 write(4</s
      1 close(4</s
      1 stat("diff
      1 open("diff
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("diff
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
     61 read(5</sc
      1 close(5</s
filename: corrdir/hdu0_2mass-atlas-990214n-j1100256_area.fits
      1 unlink("co
      2 open("corr
      1 fstat(7</s
    502 write(7</s
      2 lseek(7</s
      1 read(7</sc
      1 lseek(7</s
      1 read(7</sc
      1 lseek(7</s
      1 read(7</sc
     15 write(7</s
      1 close(7</s
      1 open("corr
      1 fstat(8</s
      1 read(8</sc
      1 close(8</s
      1 open("corr
      1 lseek(8</s
      2 fstat(8</s
      1 lseek(8</s
      1 read(8</sc
      1 lseek(8</s
    516 read(8</sc
      1 close(8</s
filename: diffdir/diff.000002.000003.fits
      1 unlink("di
      2 open("diff
      1 fstat(4</s
     47 write(4</s
      2 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
     15 write(4</s
      1 close(4</s
      1 stat("diff
      1 open("diff
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("diff
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
     61 read(5</sc
      1 close(5</s
filename: diffdir/diff.000000.000009_area.fits
      1 unlink("di
      2 open("diff
      1 fstat(5</s
     16 write(5</s
      2 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
     15 write(5</s
      1 close(5</s
filename: images-rawdir.tbl
      1 execve("..
      1 open("imag
      1 fstat(3</s
     10 write(3</s
      1 close(3</s
      2 open("imag
      1 fstat(3</s
      1 read(3</sc
      1 fstat(4</s
      1 read(3</sc
      1 close(3</s
      1 write(4</s
      1 close(4</s
      2 open("imag
      1 fstat(3</s
      1 read(3</sc
      1 fstat(4</s
      1 read(3</sc
      1 write(4</s
      1 close(4</s
      1 close(3</s
      1 unlink("im
      1 execve("..
      1 stat("imag
      1 open("imag
      1 fstat(4</s
      1 read(4</sc
      1 stat("imag
      1 lseek(4</s
      2 read(4</sc
filename: projdir/hdu0_2mass-atlas-990214n-j1100256_area.fits
      1 unlink("pr
      2 open("proj
      1 fstat(6</s
    502 write(6</s
      2 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
     15 write(6</s
      1 close(6</s
      1 stat("proj
      1 open("proj
      1 fstat(8</s
      1 read(8</sc
      1 close(8</s
      1 open("proj
      1 lseek(8</s
      2 fstat(8</s
      1 lseek(8</s
      1 read(8</sc
      1 lseek(8</s
    516 read(8</sc
      1 close(8</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    516 read(4</sc
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    516 read(4</sc
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    516 read(4</sc
      1 close(4</s
filename: projdir/hdu0_2mass-atlas-990214n-j1180256_area.fits
      1 unlink("pr
      2 open("proj
      1 fstat(6</s
    497 write(6</s
      2 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
     15 write(6</s
      1 close(6</s
      1 stat("proj
      1 open("proj
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("proj
      1 lseek(6</s
      2 fstat(6</s
      1 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
    511 read(6</sc
      1 close(6</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    511 read(4</sc
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    511 read(4</sc
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    511 read(4</sc
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    511 read(4</sc
      1 close(4</s
filename: projdir/hdu0_2mass-atlas-990214n-j1200244.fits
      1 unlink("pr
      2 open("proj
      1 fstat(5</s
    504 write(5</s
      2 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
     15 write(5</s
      1 close(5</s
      1 stat("proj
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 stat("proj
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(19</
      1 read(19</s
      1 close(19</
      1 open("proj
      1 lseek(19</
      2 fstat(19</
      1 lseek(19</
      1 read(19</s
      1 lseek(19</
    518 read(19</s
      1 close(19</
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    518 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    518 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    518 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    518 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
filename: corrdir/hdu0_2mass-atlas-990214n-j1110021_area.fits
      1 unlink("co
      2 open("corr
      1 fstat(7</s
    499 write(7</s
      2 lseek(7</s
      1 read(7</sc
      1 lseek(7</s
      1 read(7</sc
      1 lseek(7</s
      1 read(7</sc
     15 write(7</s
      1 close(7</s
      1 open("corr
      1 fstat(14</
      1 read(14</s
      1 close(14</
      1 open("corr
      1 lseek(14</
      2 fstat(14</
      1 lseek(14</
      1 read(14</s
      1 lseek(14</
    513 read(14</s
      1 close(14</
filename: diffs.tbl
      1 execve("..
      1 open("diff
      1 fstat(3</s
     18 write(3</s
      1 execve("..
      1 open("diff
      1 fstat(3</s
      1 read(3</sc
      1 stat("diff
      1 lseek(3</s
      2 read(3</sc
      1 execve("..
      1 open("diff
      1 fstat(4</s
      1 read(4</sc
      1 stat("diff
      1 lseek(4</s
      2 read(4</sc
filename: images.tbl
      1 execve("..
      1 open("imag
      1 fstat(3</s
     10 write(3</s
      1 close(3</s
      2 open("imag
      1 fstat(3</s
      1 read(3</sc
      1 fstat(4</s
      1 read(3</sc
      1 close(3</s
      1 write(4</s
      1 close(4</s
      2 open("imag
      1 fstat(3</s
      1 read(3</sc
      1 fstat(4</s
      1 read(3</sc
      1 write(4</s
      1 close(4</s
      1 close(3</s
      1 unlink("im
      1 execve("..
      1 open("imag
      1 fstat(3</s
      1 read(3</sc
      1 stat("imag
      1 lseek(3</s
      2 read(3</sc
      1 close(3</s
      1 execve("..
      1 open("imag
      1 fstat(4</s
      1 read(4</sc
      1 stat("imag
      1 lseek(4</s
      2 read(4</sc
      1 execve("..
      1 open("imag
      1 fstat(4</s
      1 read(4</sc
      1 stat("imag
      1 lseek(4</s
      2 read(4</sc
      1 execve("..
      1 open("imag
      1 fstat(3</s
      1 read(3</sc
      1 stat("imag
      1 lseek(3</s
      2 read(3</sc
      1 close(3</s
      1 open("imag
      1 fstat(3</s
      1 read(3</sc
      1 stat("imag
      1 lseek(3</s
      2 read(3</sc
      1 execve("..
      1 open("imag
      1 fstat(3</s
      1 read(3</sc
      1 stat("imag
      1 lseek(3</s
      2 read(3</sc
      1 close(3</s
filename: projdir/hdu0_2mass-atlas-990214n-j1190032_area.fits
      1 unlink("pr
      2 open("proj
      1 fstat(6</s
    501 write(6</s
      2 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
     14 write(6</s
      1 close(6</s
      1 stat("proj
      1 open("proj
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("proj
      1 lseek(6</s
      2 fstat(6</s
      1 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
    514 read(6</sc
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    514 read(4</sc
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    514 read(4</sc
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    514 read(4</sc
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    514 read(4</sc
      1 close(4</s
filename: corrdir/hdu0_2mass-atlas-990214n-j1180244.fits
      1 unlink("co
      2 open("corr
      1 fstat(6</s
    498 write(6</s
      2 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
     15 write(6</s
      1 close(6</s
      1 open("corr
      1 fstat(15</
      1 read(15</s
      1 close(15</
      1 open("corr
      1 lseek(15</
      2 fstat(15</
      1 lseek(15</
      1 read(15</s
      1 lseek(15</
    512 read(15</s
      1 close(15</
filename: diffdir/diff.000002.000005.fits
      1 unlink("di
      2 open("diff
      1 fstat(4</s
     48 write(4</s
      2 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
     14 write(4</s
      1 close(4</s
      1 stat("diff
      1 open("diff
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("diff
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
     61 read(5</sc
      1 close(5</s
filename: final/m101_mosaic_area.fits
      1 unlink("fi
      2 open("fina
      1 fstat(4</s
   4763 write(4</s
      1 close(4</s
filename: rawdir/2mass-atlas-990214n-j1200244.fits
      1 stat("rawd
      1 open("rawd
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("rawd
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 stat("rawd
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 stat("rawd
      1 open("rawd
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("rawd
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("rawd
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("rawd
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("rawd
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("rawd
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
    258 read(5</sc
      1 close(5</s
filename: projdir/hdu0_2mass-atlas-990214n-j1180244.fits
      1 unlink("pr
      2 open("proj
      1 fstat(5</s
    498 write(5</s
      2 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
     15 write(5</s
      1 close(5</s
      1 stat("proj
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 stat("proj
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(15</
      1 read(15</s
      1 close(15</
      1 open("proj
      1 lseek(15</
      2 fstat(15</
      1 lseek(15</
      1 read(15</s
      1 lseek(15</
    512 read(15</s
      1 close(15</
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    512 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    512 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    512 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
